Family	Genus	Species	Subspecies	hap	Reference
Procridinae	Jordanita	budensis		31	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Procridinae	Jordanita	chloros		31	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Procridinae	Jordanita	graeca		31	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Procridinae	Jordanita	notata		31	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Procridinae	Jordanita	subsolana		27	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Procridinae	Pollanisus	commoni		31	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Procridinae	Rhagades	amasina		12	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Procridinae	Rhagades	brandti		31	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Procridinae	Rhagades	pruni		47	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Procridinae	Theresimima	ampellophaga		28	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."
Psychidae	Apterona	helix		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Cryptothelia	crameri		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Psychidae	Fumea	casta		30-31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Luffia	ferchaultella		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Luffia	lapidella		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	atlanca		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	clathrella		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	fumosella		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	generosensis		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	goppensteinensis		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	lichenella		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	manni		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	pineti		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	rupicolella		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	seileri		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	siederi		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	thomanni		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	triquetrella		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	triquetrella	diploid	31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Psychidae	Solenobia	triquetrella	tetraploid	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Pyralidae	Antigastra	catalaunalis		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Pyralidae	Chilo	suppressalis		12	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Chilotraea	infuscatellus		29	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Chino	simplex		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Pyralidae	Cnaphalocrocis	medinalis		29	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Corcvra	cephalonica		27	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Crocidolomia	binotalis		31	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Diatraea	saccharalis		17	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Pyralidae	Dichocrocis	nilusallis		30	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Dichocrocis	punctiferalis		31	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Galleria	mellonella		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Pyralidae	Haritala	ruralis		41	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Pyralidae	Hypsipyla	robusta		30	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Pyralidae	Lamoria	adaptella		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Pyralidae	Lamprosema	indicata		31	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Lepyrodes	neptis		31	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Leucinodes	orbonalis		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Pyralidae	Margorina	indica		31	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Maruca	testulalis		31	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Nephopteryx	eugraphella		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Pyralidae	Nephopteryx	rhodobasalis		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Pyralidae	Orthaga	exvinacea		29	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Palpita	laticostalis		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Pyralidae	Palpita	vertumnalis		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Pyralidae	Perinephala	coronata		10	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Pyralidae	Psara	stultalis		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Pyralidae	Pulicalvaria	piceaclla		30	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Pyralidae	Pyrausta	sanguinalis		31	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Sylepta	ruralis		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Pyralidae	Tetralopha	asperatella		27	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Pyralidae	Tetralopha	expandens		25	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Pyralidae	Tryporyza	incertulas		22	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."
Pyralidae	Tyspanodes	linealis		31	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Riodinidae	Abisara	burnii	etymander	30	"Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133."
Riodinidae	Abisara	echerius		31	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."
Riodinidae	Adelotypa	huebneri		20	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Adelotypa	leucophaea		30	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Alesa	prema		21	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Amarynthis	meneria		20	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Ancyluris	aulestes	pandama	27	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Ancyluris	meliboeus		27	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Aricoris	chilensis		31	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Aricoris	middletoni		34	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Baeotis	hisbon		28	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Baeotis	melanis		15	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Barbicornis	basilis	mona	30	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Calephelis	aymaran		9	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Calephelis	candiope		23	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Calephelis	nilus		10	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Calephelis	virginiensis		45	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Riodinidae	Calospila	lucianus		30	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Calydna	lusca		40	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Chalodeta	chelonis		16	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Chalodeta	theodora		15	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Charis	cadytis		27–28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Riodinidae	Chorinea	amazon		21-27	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Chorinea	octauius		20	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Cremna	alector		24	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Cremna	cuyabaensis		43	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Detritivora	zama		20	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Echydna	chaseba		26	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Emesis	angularis		34	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Emesis	cypria		17	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Emesis	lucinda		25	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Emesis	lucinda	lucinda	29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Emesis	ocypore		15	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Emesis	tenedia		14	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Eucorna	sanarita		13	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Eurybia	dardus		14	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Eurybia	franciscana		17	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Eurybia	halimede		29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Eurybia	halimede	passercula	29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Eurybia	misellivestis		13	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Eurybia	molochina	hyacinthina	30	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Eurybia	nicaeus		14	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Eurybia	nicaeus		29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	cafusa		28	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	clesa		29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	eucerus		28	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	eusepus		29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	fervida		29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	gelanor		28	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	melaphaea		12	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	mys	cytis	28	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	praeclara		29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	thucydides		27	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Euselasia	utica		17	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Hades	noctula		20	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Hamearis	lucina		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Riodinidae	Helicopis	cupido		20	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Helicopis	gnidus		16	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Imelda	mycea	glaucosmia	21	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Isapis	agyrtus		27	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Juditha	azan		31	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Juditha	azan	majorana	13	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Lasaia	agesilas		22	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Lemonias	zygia		24-25	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."
Riodinidae	Libythea	bachmanii		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Riodinidae	Libythea	celtis		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Riodinidae	Lyropteryx	apollonia		25	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Melanis	aegates	aegates	16	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Melanis	electron	electron	19-21	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Melanis	hillapana		21	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Melanis	marathon		34	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Melanis	xenia	ambryllis	31	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Menander	menander	nitida	29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesene	monostigma		24	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesene	phareus		27	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesosemia	bella		21-23	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesosemia	lamachus		18	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesosemia	melpia		20	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesosemia	melpia	vaporosa	46	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesosemia	metope		26	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesosemia	metuana		26	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesosemia	mevania		44	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Mesosemia	mevania	mimallonis	43-45	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
