Family	Genus	species	sub.species	uncertainities	SpecisName	other.names.genera	other.names.species	other.names.sub.species	other.name.type	Source.of.other.name	notes.on.other.name	Sexual.System	Karyotype	notes..Karyotype	Predicted.ploidy	female2N	male2N	notesMale2N	notes..comments	cite.key
Erebidae	Olene	fascelina	caucasica		NA										NA		62			"Lukhtanov, V.A. and Kuznetsova, V.G., 1989. Karyotype structure in higher Lepidoptera,(Papilionomorpha). Entomological review, 68(5), pp.12-31."
Saturniidae	Platysamia	euryalis			NA							gonochorous			NA		62			Bytinski-Salz 1938
Noctuidae	Cosmophila	erosa			NA										NA		62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Geometridae	Euphyia	cucullata			NA							gonochorous			NA		62			"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184."
Zygaenidae	Pollanisus	commoni			NA										NA		62			"Efetov, K.A., Parshkova, E.V. and Tarasova, L.G., 2015. The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini.Entomologist’s Gazette,66(2), pp.121-125."
Saturniidae	Platysamia	columbia			NA							gonochorous			NA		62			Bytinski-Salz 1938
Saturniidae	Platysamia	cecropia			NA							gonochorous			NA		62			Bytinski-Salz 1938
Nymphalidae	Nymphalis	canace			NA							gonochorous			NA		62			"Maeki, K., 1953. A chromosome study of Japanese butterflies (Lepidoptera Rhopalocera). A. Studies Kwansei Gakuin Univ., 1, pp.67-70."
Geometridae	Psychophora	caesiata			NA							gonochorous			NA		62			"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184."
Noctuidae	Hydraecia	burrowsii			NA										NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Autographa	aurifera			NA										NA		62			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Psychidae	Solenobia	atlanca			NA							gonochorous			NA		62			Seiler and Puchta 1956
Nymphalidae	Memphis	appias			NA										NA		62			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Papilionidae	Graphium	protodamas			NA										NA		60			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Hesperiidae	Muschampia	proteides			NA										NA		60			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Yponomeutidae	Yponomeuta	polistictus			NA										NA		60			"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48."
Papilionidae	Graphium	podalirius			NA							gonochorous			NA		60			"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83)."
Papilionidae	Graphium	phaon			NA							gonochorous			NA		60			"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10."
Hesperiidae	Hesperia	orbifer			NA							gonochorous			NA		60			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Yponomeutidae	Yponomeuta	kitabatakei			NA										NA		60			"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48."
Nymphalidae	Eunica	ingens			NA										NA		60			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Limenitis	glorifica			NA										NA		60			"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38."
Papilionidae	Graphium	feisthameli			NA							gonochorous			NA		60			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Papilionidae	Princeps	demoleus			NA	Papilio	demoleus					gonochorous			NA		60			Maeki and Ae 1966a
Tortricidae	Choristoneura	cerasiorana			NA							gonochorous			NA		60			Stevents 1906
Saturniidae	Platysamia	cecropia			NA							gonochorous			NA		60			"Cook, M.H., 1910. Spermatogenesis in lepidoptera. Proceedings of the Academy of Natural Sciences of Philadelphia, pp.294-327."
Hesperiidae	Pyrgus	bolkariensis			NA										NA		60			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Geometridae	Larentia	autumnalis			NA										NA		60			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Lycaenidae	Polyommatus	sigberti			NA										NA		58			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	sennanensis	race-29		NA										NA		58			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	pseudactis			NA										NA		58			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Pyralidae	Witlesia	murana			NA							gonochorous	complex ZW	ZWW/ZZ	NA	59	58			traut2008sex
Nymphalidae	Precis	lavina	zonatis		NA										NA		58			"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31."
Notodontidae	Harpyia	lanigera			NA										NA		58			"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48."
Nymphalidae	Pronophila	intercidona	thelebina		NA										NA		58			"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Nymphalidae	Hipparchia	allionii			NA							gonochorous			NA		58			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Tortricidae	Blastesthia	tessulatanad			NA										NA		56			"Ortiz, E. and Templado, J., 1976. Los cromosomas de tres especies de tortrícidos (Lep. Tortricidae)."
Nymphalidae	Pseudochazara	telephassa			NA							gonochorous			NA		56			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Sphingidae	Rhyncholaba	acteus			NA										NA		56			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Riodinidae	riodinid	sp.			NA										NA		54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	riodinid	sp.			NA										NA		54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Pieridae	Colotis	lucasi			NA										NA		54			"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11."
Nymphalidae	Fountainea	centaurus			NA										NA		54			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Pseudochazara	caucasia			NA							gonochorous			NA		54			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Lycaenidae	Agrodiaetus	mithridates			NA							gonochorous			NA		53	52-54		"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Nymphalidae	Anaeini	sp.			NA										NA		52			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Lycaenidae	Polyommatus	putnami			NA										NA		52			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Pieridae	Synchloe	protodice			NA							gonochorous			NA		52		This chromosome number was taken from personnal communications between Roy Robinson and Zdravko Lorkovic in 1966.	robinson1971karyology
Nymphalidae	Memphis	offa			NA										NA		52			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Memphis	offa			NA										NA		52			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Pieridae	Pieris	occidentalis			NA							gonochorous			NA		52			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Lycaenidae	Lysandra	myrrha			NA							gonochorous			NA		52			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Nymphalidae	Memphis	laura			NA										NA		52			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Memphis	laura	balboa		NA										NA		52			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Riodinidae	Echydna	chaseba			NA										NA		52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Lysandra	candalus			NA							gonochorous			NA		52			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Lycaenidae	Polyommatus	haigi			NA										NA		50			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Everes	decolorata			NA							gonochorous			NA		50			Lorkovic 1938
Lycaenidae	Polyommatus	bilgini			NA										NA		50			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	arasbarani			NA										NA		50			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Evenus	triquetra			NA										NA		48			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Everes	sebras			NA							gonochorous			NA		48			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae	Lysandra	punctifera			NA							gonochorous			NA		48			Lesse 1959e
Hesperiidae	Gegenes	pumilio			NA							gonochorous			NA		48			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Lycaenidae	Lycaena	ochimus			NA							gonochorous			NA		48			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Lycaenidae	Lysandra	nausithous			NA							gonochorous			NA		48			Lesse 1953c
Lycaenidae	Everes	minimus			NA							gonochorous			NA		48			"Bigger, T.R.L., 1961. Chromosome numbers of Lepidoptera. Part II. Entomologist's Gaz., 12, pp.85-89."
Lycaenidae	Everes	minimus			NA							gonochorous			NA		48			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae	Polyommatus	medon			NA										NA		48			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae	Evenus	mavors			NA										NA		48			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Zizeeria	maha	argia		NA										NA		48			"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38."
Lycaenidae	Narathura	japonica			NA							gonochorous			NA		48			"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38."
Lycaenidae	Aricia	isaurica			NA							gonochorous			NA		48			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Lycaenidae	Lycaena	hypophleas			NA							gonochorous			NA		48			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of North American Rhopalocera. 3 Lycaenidae, Danainae, Satyrinae, Morphinae.J. Lepid. Soc.,14, pp.127-147."
Lycaenidae	Polyommatus	hylas			NA							gonochorous			NA		48			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Pieridae	Euchloe	gruneri			NA							gonochorous			NA		48		This chromosome number was taken from personnal communications between Roy Robinson and Zdravko Lorkovic in 1966.	robinson1971karyology
Lycaenidae	Favonius	cognatus			NA							gonochorous			NA		48			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of North American Rhopalocera. 3 Lycaenidae, Danainae, Satyrinae, Morphinae.J. Lepid. Soc.,14, pp.127-147."
Lycaenidae	Philotes	bavius			NA							gonochorous			NA		48			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Lycaenidae	Strymon	astiocha			NA										NA		48			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Polyommatus	argyrognomon	energetes		NA							gonochorous			NA		48			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae	Lycaena	agyrognomon			NA								ZW		NA	48	48			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Lycaenidae	Polyommatus	stempfferi			NA										NA		46			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Strymon	pruni			NA							gonochorous			NA		46			"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399."
Lycaenidae	Polyommatus	mithridates			NA										NA		46	42-54	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Riodinidae	Calephelis	candiope			NA										NA		46			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Lycaena	argus			NA								ZW		NA	46	46			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Lycaenidae	Polyommatus	vaspurakani			NA										NA		44			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Vacciniina	sieversi			NA							gonochorous			NA		44			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Lycaenidae	Polyommatus	pierceae			NA										NA		44			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	mithridates			NA										NA		44	42-54	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	lukhtanovi			NA										NA		44			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Vacciniina	hyrcana			NA							gonochorous			NA		44			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Lycaenidae	Agrodiaetus	mithridates	saetosus		NA							gonochorous			NA		43	42-46		Lesse 1960c
Lycaenidae	Polyommatus	zarathustra			NA										NA		42	40-44	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Nymphalidae	Paulogramma	tolima			NA										NA		42			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Lycaenidae	Polyommatus	artvinensis			NA										NA		42	42-44	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Agrodiaetus	poseidon			NA							gonochorous			NA		41	38-44		"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Riodinidae	Detritivora	zama			NA										NA		40			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Synargis	sp.			NA										NA		40			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Polyommatus	sertavulensis			NA										NA		40			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Riodinidae	Phaenochitonia	sagaris	satnius		NA										NA		40			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Lycaenidae	Agrodiaetus	poseidon	mesopotamica		NA							gonochorous			NA		40			Lesse 1963b
Lycaenidae	Polyommatus	poseidon			NA										NA		40	38-42	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	gorbunovi			NA										NA		40			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	florenciae	ichkashimicus		NA										NA		38			"Lukhtanov, V.A., Dantchenko, A.V., Khakimov, F.R., Sharafutdinov, D. and Pazhenkova, E.A., 2020. Karyotype evolution and flexible (conventional versus inverted) meiosis in insects with holocentric chromosomes: a case study based on Polyommatus butterflies.Biological Journal of the Linnean Society."
Lycaenidae	Agrodiaetus	cyanea	brandti		NA							gonochorous			NA		37	36-38		Lesse 1963a
Lycaenidae	Polyommatus	zapvadi			NA										NA		36	36-38	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Riodinidae	Symmachia	sp.			NA					Lepindex	multiple authors have described this genera and depending on the authour the current accepted name is different. 				NA		36			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Euptychia	occirhoe			NA										NA		36			"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31."
Lycaenidae	Polyommatus	ernesti			NA										NA		36			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	ectabanensis			NA										NA		36			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	shamil			NA										NA		34			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	wagneri			NA										NA		32	32-34	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Hesperiidae	Polytremis	mathiades			NA							gonochorous			NA		32			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57."
Lycaenidae	Polyommatus	maras?hi			NA										NA		32			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Nymphalidae	Ectima	liriope			NA										NA		32			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Ectima	lirides			NA										NA		32			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Lycaenidae	Agrodiaetus	damone	maraschi	(?)	NA							gonochorous			NA		32			Lesse 1962a
Lycaenidae	Agrodiaetus	allivaganus	pseudoxerces	(?)	NA							gonochorous			NA		32			"De Lesse, H., 1960. Les nombres de chromosomes dans la classification du groupe d’Agrodiaetus ripartii Freyer (Lepidoptera, Lycaenidae). Rev. Fr. Entomol, 27, pp.240-264."
Riodinidae	Synargis	sp.			NA										NA		30			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Polyommatus	hopfferi			NA										NA		30			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Nymphalidae	Thyridia	themisto			NA										NA		28			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Riodinidae	Symmachia	sp.			NA					Lepindex	multiple authors have described this genera and depending on the authour the current accepted name is different. 				NA		28			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Agrodiaetus	erschoffi	tekkeana		NA							gonochorous			NA		28	26-30		Lesse 1962d
Nymphalidae	Ollantaya	canilla			NA										NA		28			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Hesperiidae	Augiades	venata			NA							gonochorous			NA		26			"Bigger, T.R.L., 1960. Chromosome numbers of Lepidoptera. Part I. Entomologist's Gaz., 11, pp.149-152."
