Family	Genus	Species	Subspecies	hap		Reference	SpeciesNames
Nymphalidae	Opsiphanes	meridionalis		29	58	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Opsiphanes_meridionalis
Nymphalidae	Opsiphanes	remoliatus		29	58	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Opsiphanes_remoliatus
Nymphalidae	Opsiphanes	strophios		29	58	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Opsiphanes_strophios
Nymphalidae	Pantoporia	hordonia		30	60	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."	Pantoporia_hordonia
Nymphalidae	Patricia	demylus		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Patricia_demylus
Nymphalidae	Patricia	dercyllidas		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Patricia_dercyllidas
Nymphalidae	Philaethria	ostara		21	42	"Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125."	Philaethria_ostara
Nymphalidae	Pierella	chalybaea		29	58	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Pierella_chalybaea
Nymphalidae	Pierella	rubecula		29	58	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Pierella_rubecula
Nymphalidae	Polygonia	c-album		31	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Polygonia_c-album
Nymphalidae	Polygonia	c-album	hamigera	31	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Polygonia_c-album
Nymphalidae	Polygonia	c-aureum		31	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Polygonia_c-aureum
Nymphalidae	Polygonia	interrogationis		30	60	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Polygonia_interrogationis
Nymphalidae	Polyura	agrerius		26	52	"Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152."	Polyura_agrerius
Nymphalidae	Polyura	athamas		26	52	"Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152."	Polyura_athamas
Nymphalidae	Polyura	eudamippus		26	52	"Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152."	Polyura_eudamippus
Nymphalidae	Precis	atlites	atlites	31	62	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Precis_atlites
Nymphalidae	Precis	lemonias	lemonias	31	62	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Precis_lemonias
Nymphalidae	Prepona	deiphile		12	24	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Prepona_deiphile
Nymphalidae	Pseudoscada	acilla	quadrifasciata	31	62	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pseudoscada_acilla
Nymphalidae	Pteronymia	aletta		26	52	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_aletta
Nymphalidae	Pteronymia	alida		13	26	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_alida
Nymphalidae	Pteronymia	artena		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_artena
Nymphalidae	Pteronymia	cotytto		15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_cotytto
Nymphalidae	Pteronymia	donella	donata	10	20	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_donella
Nymphalidae	Pteronymia	forsteri		16	32	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_forsteri
Nymphalidae	Pteronymia	granica		23	46	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_granica
Nymphalidae	Pteronymia	hara	semonis	54	108	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_hara
Nymphalidae	Pteronymia	latilla		16	32	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_latilla
Nymphalidae	Pteronymia	oneida		20	40	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_oneida
Nymphalidae	Pteronymia	sao	guntheri	15	30	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_sao
Nymphalidae	Pteronymia	sylvo		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_sylvo
Nymphalidae	Pteronymia	veia	linzera	17	34	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_veia
Nymphalidae	Pteronymia	vestilla		14	28	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_vestilla
Nymphalidae	Pteronymia	zerlina	nubivaga	26	52	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Pteronymia_zerlina
Nymphalidae	Rhodussa	cantobrica	nundina	50-51	100-102	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Rhodussa_cantobrica
Nymphalidae	Scada	batesi	quotidiana	43	86	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Scada_batesi
Nymphalidae	Scada	ethica		21	42	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Scada_ethica
Nymphalidae	Scada	karschina		20	40	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Scada_karschina
Nymphalidae	Scada	kusa		21	42	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Scada_kusa
Nymphalidae	Scada	zibia		18	36	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Scada_zibia
Nymphalidae	Siderone	nemesis		21	42	"Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481."	Siderone_nemesis
Nymphalidae	Stibochiona	nicea		56	112	"Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152."	Stibochiona_nicea
Nymphalidae	Sumalia	zayla		30	60	"Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152."	Sumalia_zayla
Nymphalidae	Symbrenthia	hippoclus		31	62	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."	Symbrenthia_hippoclus
Nymphalidae	Tacoraea	cama		30	60	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."	Tacoraea_cama
Nymphalidae	Tacoraea	nefte	seitzi	30	60	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Tacoraea_nefte
Nymphalidae	Tacoraea	perius		30	60	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."	Tacoraea_perius
Nymphalidae	Tacoraea	selenophera		30	60	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."	Tacoraea_selenophera
Nymphalidae	Talamancana	lonera		20	40	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Talamancana_lonera
Nymphalidae	Temenis	huebneri		7	14	"Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148."	Temenis_huebneri
Nymphalidae	Thaler	opis	jonia	31	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Thaler_opis
Nymphalidae	Timelaea	maculata		30	60	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."	Timelaea_maculata
Nymphalidae	Tithorea	tarricina		11	22	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Tithorea_tarricina
Nymphalidae	Vanessa	cashmirensis	aesis	31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Vanessa_cashmirensis
Nymphalidae	Velamysta	peninna		38	76	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Velamysta_peninna
Nymphalidae	Velamysta	phengites		12	24	"Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236."	Velamysta_phengites
Nymphalidae	Vindula	arsinoe	ada	32	64	"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."	Vindula_arsinoe
Nymphalidae	Yoma	sabina	vasuki	31	62	"Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98."	Yoma_sabina
Oecophoridae	Depressaria	grotella		29	58	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Depressaria_grotella
Oecophoridae	Psilocorsis	quercicella		27	54	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Psilocorsis_quercicella
Oecophoridae	Tonica	niviferana		30	60	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Tonica_niviferana
Papilionidae	Byasa	febanus		30	60	"Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123."	Byasa_febanus
Papilionidae	Cressid	cressid		30	60	"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."	Cressid_cressid
Papilionidae	Menelaides	aristolochiae		29	58	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Menelaides_aristolochiae
Papilionidae	Papilio	bianos	takasago	30	60	"Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123."	Papilio_bianos
Papilionidae	Papilio	castor	formosanus	31	62	"Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123."	Papilio_castor
Papilionidae	Papilio	thaiwanus		30	60	"Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123."	Papilio_thaiwanus
Papilionidae	Papilio	ulysses	joesa	32	64	"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."	Papilio_ulysses
Phycitidae	Anagasta	kiihniella		29	58	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Anagasta_kiihniella
Pieridae	Appias	indra	aristoxenus	32	64	"Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133."	Appias_indra
Pieridae	Appias	melania		32	64	"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."	Appias_melania
Pieridae	Colias	hecla	sulitelma	31	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Colias_hecla
Pieridae	Colias	naster	werdandi	31	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Colias_naster
Pieridae	Cunizza	hirland		15	30	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."	Cunizza_hirland
Pieridae	Delias	belladona		25	50	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Delias_belladona
Pieridae	Delias	mysis		25	50	"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."	Delias_mysis
Pieridae	Dismorphia	broomeae		30	60	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."	Dismorphia_broomeae
Pieridae	Dismorphia	praxinoe		30	60	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."	Dismorphia_praxinoe
Pieridae	Enantia	melite		31	62	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."	Enantia_melite
Pieridae	Eurema	andersoni	godana	29	58	"Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133."	Eurema_andersoni
Pieridae	Eurema	blanda	arsakia	25	50	"Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133."	Eurema_blanda
Pieridae	Eurema	esakii		30	60	"Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133."	Eurema_esakii
Pieridae	Eurema	mexicana		31	62	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."	Eurema_mexicana
Pieridae	Gonepteryx	amintha	formosana	31	62	"Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133."	Gonepteryx_amintha
Pieridae	Leptosia	nina	niobe	19	38	"Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133."	Leptosia_nina
Pieridae	Pieris	canidia		25	50	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Pieris_canidia
Pieridae	Pieris	canidia	indica	25	50	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Pieris_canidia
Pieridae	Pontia	beckerii		26	52	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Pontia_beckerii
Pieridae	Pontia	calyce		26	52	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Pontia_calyce
Pieridae	Pontia	daplidicae		26	52	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Pontia_daplidicae
Pieridae	Pontia	occidentalis		26	52	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Pontia_occidentalis
Pieridae	Tatochila	stigmadice		28	56	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."	Tatochila_stigmadice
Plutellidae	Cerostoma	nemorellum		34	68	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Cerostoma_nemorellum
Procridinae	Adscita	albanica		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Adscita_albanica
Procridinae	Adscita	bolivari		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Adscita_bolivari
Procridinae	Adscita	geryon		32	64	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Adscita_geryon
Procridinae	Adscita	jordani		30	60	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Adscita_jordani
Procridinae	Adscita	mannii		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Adscita_mannii
Procridinae	Adscita	schmidti		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Adscita_schmidti
Procridinae	Adscita	statices		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Adscita_statices
Procridinae	Adscita	subtristis		17	34	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Adscita_subtristis
Procridinae	Illiberis	rotundata		25	50	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Illiberis_rotundata
Procridinae	Jordanita	budensis		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Jordanita_budensis
Procridinae	Jordanita	chloros		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Jordanita_chloros
Procridinae	Jordanita	graeca		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Jordanita_graeca
Procridinae	Jordanita	notata		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Jordanita_notata
Procridinae	Jordanita	subsolana		27	54	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Jordanita_subsolana
Procridinae	Rhagades	amasina		12	24	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Rhagades_amasina
Procridinae	Rhagades	brandti		31	62	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Rhagades_brandti
Procridinae	Rhagades	pruni		47	94	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Rhagades_pruni
Procridinae	Theresimima	ampellophaga		28	56	"Efetov, K.A., Parshkova, E.V., Tarasova, L.G. & Tarmann, G.M. (2015). The karyotypes of Procridinae (Lepidoptera: Zygaenidae), with the first record of the karyotype of Pollanisus commoni Tarmann, 2004, a representative of the tribe Artonini. Entemologist's Gazette 66: 121–125."	Theresimima_ampellophaga
Psychidae	Cryptothelia	crameri		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Cryptothelia_crameri
Pyralidae	Corcvra	cephalonica		27	54	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."	Corcvra_cephalonica
Pyralidae	Dichocrocis	nilusallis		30	60	"Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149."	Dichocrocis_nilusallis
Pyralidae	Hypsipyla	robusta		30	60	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Hypsipyla_robusta
Pyralidae	Lamoria	adaptella		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Lamoria_adaptella
Pyralidae	Leucinodes	orbonalis		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Leucinodes_orbonalis
Pyralidae	Nephopteryx	eugraphella		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Nephopteryx_eugraphella
Pyralidae	Nephopteryx	rhodobasalis		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Nephopteryx_rhodobasalis
