Family	Genus	species	sub-species	uncertainities	SpecisName	other-names-genera	other-names-species	other-names-sub-species	other-name-type	Source of other name	notes-on-other-name	Sexual.System	Karyotype	notes..Karyotype	Predicted.ploidy	female2N	male2N	notesMale2N	notes..comments	cite.key
Pyralidae	Crocidolomia	binotalis				Crocidolomia	binotalis		Accepted	GBIF							62			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Pyralidae	Galleria	mellonella				Galleria	mellonella		Accepted	GBIF		gonochorous					60			"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45."
Pyralidae	Galleria	mellonella				Galleria	mellonella		Accepted	GBIF							60			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Pyralidae	Galleria	mellonella				Galleria	mellonella		Accepted	GBIF		gonochorous	ZW			60	60			traut2008sex
Pyralidae	Ephestia	kuehniella				Ephestia	kuehniella		Accepted	GBIF		gonochorous	ZW			60	60			traut2008sex
Pyralidae	Plodia	interpunctella				Plodia	interpunctella		Accepted	GBIF		gonochorous	ZW			60	60			traut2008sex
Pyralidae	Cadra	cautella				Cadra	cautella		Accepted	GBIF		gonochorous	ZW			60	60			traut2008sex
Pyralidae	Chino	simplex				Orocrambus	simplex		Synonym	GBIF		gonochorous					58			Kurihara 1929
Pyralidae	Witlesia	murana										gonochorous	complex ZW	ZWW/ZZ		59	58			traut2008sex
Pyralidae	Cnaphalocrocis	medinalis				Cnaphalocrocis	medinalis		Accepted	GBIF							58			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Pyralidae	Chilotraea	infuscatellus				Chilo	infuscatellus		Synonym	Lepindex							58			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Pyralidae	Orthaga	exvinacea				Orthaga	exvinacea		Accepted	GBIF							58			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Pyralidae	Corcyra	cephalonica				Corcyra	cephalonica		Accepted	GBIF							54			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Pyralidae	Tryporyza	incertulas				Tryporyza	incertulas		Doubtful	GBIF							44			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Pyralidae	Diatraea	saccharalis				Diatraea	saccharalis		Accepted	GBIF		gonochorous					34			Virkki 1963
Pyralidae	Chilo	suppressalis				Chilo	suppressalis		Accepted	GBIF							24			"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149."
Pyralidae	Perinephala	coronata										gonochorous					20			"Bigger, T.R.L., 1960. Chromosome numbers of Lepidoptera. Part I. Entomologist's Gaz., 11, pp.149-152."
Riodinidae	Mesosemia	sp.				Mesosemia	sp.		Accepted Genera	Lepindex							220			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	melpia	vaporosa			Mesosemia	melpia		Doubtful	GBIF							92			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Calephelis	virginiensis				Calephelis	virginiensis		Doubtful	GBIF							90			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Calephelis	virginiensis				Calephelis	virginiensis		Doubtful	GBIF		gonochorous					90			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of North American Rhopalocera. 3 Lycaenidae, Danainae, Satyrinae, Morphinae.J. Lepid. Soc.,14, pp.127-147."
Riodinidae	Emesis	sp.								Lepindex	multiple authors have described this genera and depending on the authour the current accepted name is different. 						90			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.				Mesosemia	sp.		Accepted Genera	Lepindex							88			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Cremna	cuyabaensis				Cremna	actoris	cuyabaensis	Subspecies	Lepindex							86			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.				Mesosemia	sp.		Accepted Genera	Lepindex							82			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Calydna	lusca				Calydna	lusca		Doubtful	GBIF							80			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Melanis	sp.				Melanis	sp.		Accepted Genera	Lepindex							76			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Stalachtis	susanna				Stalachtis	susanna		Accepted	GBIF							72			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Riodinidae	Stalachtis	phlegia	susanna			Stalachtis	phlegia		Accepted	GBIF							72			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Aricoris	middletoni															68			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Melanis	marathon															68			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Emesis	angularis				Emesis	angularis		Accepted	GBIF							68			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Melanis	sp.				Melanis	sp.		Accepted Genera	Lepindex							66			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Theope	foliorum				Theope	foliorum		Doubtful	GBIF							64			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Melanis	xenia	ambryllis			Melanis	xenia		Accepted	GBIF							62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Ancyluris	sp.				Ancyluris	sp.		Accepted Genera	Lepindex							62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Nymphidium	sp.				Nymphidium	sp.		Accepted Genera	Lepindex							62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Nymphidium	molpe				Juditha	lamis		Synonym	Lepindex							62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Nymphidium	mantus				Nymphidium	mantus		Doubtful	GBIF							62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Nymphidium	leucosia				Nymphidium	leucosia		Doubtful	GBIF							62			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Riodinidae	Aricoris	chilensis				Aricoris	chilensis		Accepted	GBIF							62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Libythea	celtis				Libythea	celtis		Accepted	GBIF		gonochorous					62			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Riodinidae	Nymphidium	caricae				Nymphidium	caricae		Accepted	GBIF							62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Juditha	azan				Juditha	lamis		Synonym	GBIF							62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Nymphidium	acherois				Nymphidium	acherois		Accepted	GBIF							62			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Adelotypa	sp.				Echenais	sp.		Synonym	Lepindex							60		The genus Adelotypa is listed as Echenais in Lepindex database	"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Argyrogrammana	sp.				Argyrogrammana	sp.		Accepted Genera	Lepindex							60			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Calospila	sp.				Polystichtis	sp.		Genera Synonym	Lepindex							60			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	molochina	hyacinthina			Eurybia	molochina		Doubtful	GBIF							60			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Calospila	lucianus	ssp.			Calospila	lucianus		Accepted	GBIF							60			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Adelotypa	leucophaea				Echenais	leucophaea		Synonym	Lepindex							60		The genus Adelotypa is listed as Echenais in Lepindex database	"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	hyacinthina				Eurybia	hyacinthina		Doubtful	GBIF							60			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Riodinidae	Charis	sp.				Charis	sp.		Accepted Genera	Lepindex							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	sp.				Eurybia	sp.		Accepted Genera	Lepindex							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	sp.				Eurybia	sp.		Accepted Genera	Lepindex							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	sp.				Euselasia	sp.		Accepted Genera	Lepindex							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	praeclara				Euselasia	praeclara		Doubtful	GBIF							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	nicaeus				Eurybia	nicaea		Doubtful	GBIF							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	nicaeus	ssp.			Eurybia	nicaea		Doubtful	GBIF							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Emesis	lucinda	lucinda			Emesis	lucinda		Accepted	GBIF							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Hamearis	lucina				Hamearis	lucina		Accepted	GBIF		gonochorous					58			"Bigger, T.R.L., 1961. Chromosome numbers of Lepidoptera. Part II. Entomologist's Gaz., 12, pp.85-89."
Riodinidae	Eurybia	halimede				Eurybia	halimede		Doubtful	GBIF							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	halimede	passercula			Eurybia	halimede		Doubtful	GBIF							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Theope	foliorum				Theope	foliorum		Doubtful	GBIF							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	eusepus				Euselasia	eusepus		Doubtful	GBIF							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	elvina	tephrias			Eurybia	elvina		Doubtful	GBIF							58			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Riodinidae	Euselasia	clesa				Euselasia	clesa		Doubtful	GBIF							58			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Ancyluris	sp.				Ancyluris	sp.		Accepted Genera	Lepindex							56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	sp.				Euselasia	sp.		Accepted Genera	Lepindex							56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Stalachtis	phlegia				Stalachtis	phlegia		Accepted	GBIF							56			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Riodinidae	Euselasia	mys	cytis			Euselasia	mys		Doubtful	GBIF							56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Baeotis	hisbon				Baeotis	hisbon		Doubtful	GBIF							56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	gelanor				Euselasia	gelanor		Doubtful	GBIF							56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	fervida				Euselasia	fervida		Doubtful	GBIF							56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	eucerus				Euselasia	eucerus		Doubtful	GBIF							56			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Euselasia	thucydides				Euselasia	thucydides		Doubtful	GBIF							54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Ancyluris	sp.				Ancyluris	sp.		Accepted Genera	Lepindex							54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.				Mesosemia	sp.		Accepted Genera	Lepindex							54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	riodinid	sp.															54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	riodinid	sp.															54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Synargis	pittheus				Synargis	pittheus		Accepted	GBIF							54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesene	phareus				Mesene	phareus		Doubtful	GBIF							54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Symmachia	menetas				Symmachia	menetes		Doubtful	GBIF							54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Ancyluris	meliboeus				Ancyluris	meliboeus		Doubtful	GBIF							54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Ancyluris	aulestes	pandama			Ancyluris	aulestes		Accepted	GBIF							54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Isapis	agyrtus				Isapis	agyrtus		Accepted	GBIF							54			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Eurybia	sp.				Eurybia	sp.		Accepted Genera	Lepindex							52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.				Mesosemia	sp.		Accepted Genera	Lepindex							52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.				Mesosemia	sp.		Accepted Genera	Lepindex							52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Panara	ovifera				Panara	thisbe		Synonym	GBIF							52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Napaea	orpheus				Napaea	nepos		Synonym	GBIF							52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	metope				Mesosemia	metope		Doubtful	GBIF							52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Echydna	chaseba															52			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Charis	sp.				Charis	sp.		Accepted Genera	Lepindex							50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Ithomiola	sp.				Ithomiola	sp.		Accepted Genera	Lepindex							50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Melanis	sp.				Melanis	sp.		Accepted Genera	Lepindex							50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesosemia	sp.				Mesosemia	sp.		Accepted Genera	Lepindex							50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Emesis	lucinda	ssp.			Emesis	lucinda		Doubtful	GBIF							50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Lyropteryx	apollonia				Lyropteryx	apollonia		Accepted	GBIF							50			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Mesene	monostigma				Mesene	hya		Synonym	GBIF							48			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Cremna	alector				Cremna	alector		Accepted	GBIF							48			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Synargis	abaris				Synargis	abaris		Accepted	GBIF							48			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Crocozona	sp.				Crocozona	sp.		Accepted Genera	Lepindex							46			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Calephelis	candiope															46			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Napaea	eucharila				Napaea	eucharila		Doubtful	GBIF							44			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Lasaia	agesilas				Lasaia	agesilas		Accepted	GBIF							44			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Symmachia	accusatrix				Symmachia	accusatrix		Accepted	GBIF							44			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Adelotypa	sp.				Echenais	sp.		Synonym	Lepindex							42		The genus Adelotypa is listed as Echenais in Lepindex database	"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Riodinidae	Nymphidium	sp.				Nymphidium	sp.		Accepted Genera	Lepindex							42			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
