Family,Genus,species,Sexual.System,Karyotype,notes..Karyotype,Genotypic,Predicted.ploidy,Chromosome.number..female..2N,notes..Chromosome.number..female..2N,Chromosome.number..male..2N,notes..Chromosome.number..male..2N,notes..comments,cite.key
Satyridae,Chazara,anthe  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Chazara,bischoffi  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Chazara,briseis  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Coenonympha,arcania  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Satyridae,Coenonympha,arcania clorinda ,gonochorous,,,,,NA,,66,62-70,,robinson1971karyology
Satyridae,Coenonympha,arcania parvinsubrica ,gonochorous,,,,,NA,,68,64-72,,robinson1971karyology
Satyridae,Coenonympha,arcanla cephalus ,gonochorous,,,,,NA,,64,58-70,,robinson1971karyology
Satyridae,Coenonympha,dorus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Coenonympha,gardetta darwiniana ,gonochorous,,,,,NA,,83,62-104,,robinson1971karyology
Satyridae,Coenonympha,gardetta lecerfi ,gonochorous,,,,,NA,,59,58-60,,robinson1971karyology
Satyridae,Coenonympha,gardetta philedarwiniana ,gonochorous,,,,,NA,,60,58-62,,robinson1971karyology
Satyridae,Coenonympha,gardetta satyrion ,gonochorous,,,,,NA,,62,58-66,,robinson1971karyology
Satyridae,Coenonympha,iphis  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Coenonympha,oedippus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Coenonympha,pamphilus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Coenonympha,pamphilus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Coenonympha,saadi  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Coenonympha,tullia  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Coenonympha,tullia occupata ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Elymnias,hypermnestra hainana ,gonochorous,,,,,NA,,52,,,robinson1971karyology
Satyridae,Elymniopsis,bammakoo  ,gonochorous,,,,,NA,,52,,,robinson1971karyology
Satyridae,Erebia,aethiopellus  ,gonochorous,,,,,NA,,14,,,robinson1971karyology
Satyridae,Erebia,aethiops  ,gonochorous,,,,,NA,,42,,,robinson1971karyology
Satyridae,Erebia,alberganus  ,gonochorous,,,,,NA,,35,34-36,,robinson1971karyology
Satyridae,Erebia,calcarius  ,gonochorous,,,,,NA,,16,,,robinson1971karyology
Satyridae,Erebia,calcarius  ,gonochorous,,,,,NA,,16,,,robinson1971karyology
Satyridae,Erebia,callias  ,gonochorous,,,,,NA,,30,,,robinson1971karyology
Satyridae,Erebia,callias  ,gonochorous,,,,,NA,,30,,,robinson1971karyology
Satyridae,Erebia,cassfoides pseudomurina ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides  ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides  ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides aquitania ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides arvernensis ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides carmenta ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides carmenta ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides dolomitensis ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides illyrica ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides illyrica ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides illyromacedonica ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides illyromacedonica ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides majellana ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides murina ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,cassioides pseudocarmenta ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,casstoides murina ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,claudina  ,gonochorous,,,,,NA,,36,,,robinson1971karyology
Satyridae,Erebia,disa  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Erebia,discoidalis  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Erebia,epiphron cassiope ,gonochorous,,,,,NA,,34,,,robinson1971karyology
Satyridae,Erebia,epipsodea  ,gonochorous,,,,,NA,,22,,,robinson1971karyology
Satyridae,Erebia,epistygne  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Erebia,eriphyle  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Erebia,glacialis  ,gonochorous,,,,,NA,,38,,,robinson1971karyology
Satyridae,Erebia,gorge  ,gonochorous,,,,,NA,,42,,,robinson1971karyology
Satyridae,Erebia,gorgone  ,gonochorous,,,,,NA,,24,,,robinson1971karyology
Satyridae,Erebia,hewitsonii  ,gonochorous,,,,,NA,,23,22-24,,robinson1971karyology
Satyridae,Erebia,hispania  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Satyridae,Erebia,hispania  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Satyridae,Erebia,hispania rondoui ,gonochorous,,,,,NA,,44,42-46,,robinson1971karyology
Satyridae,Erebia,hispania rondoui ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Satyridae,Erebia,iranica  ,gonochorous,,,,,NA,,102,,,robinson1971karyology
Satyridae,Erebia,iranica  ,gonochorous,,,,,NA,,103,102-104,,robinson1971karyology
Satyridae,Erebia,iranica savalanica ,gonochorous,,,,,NA,,102,,,robinson1971karyology
Satyridae,Erebia,iranica transcaucasia ,gonochorous,,,,,NA,,104,,,robinson1971karyology
Satyridae,Erebia,lappona  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Erebia,lefebyrei  ,gonochorous,,,,,NA,,44,,,robinson1971karyology
Satyridae,Erebia,ligea  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Erebia,magdalena  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Erebia,manto constans ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Erebia,medusa  ,gonochorous,,,,,NA,,22,,,robinson1971karyology
Satyridae,Erebia,medusa polaris ,gonochorous,,,,,NA,,22,,,robinson1971karyology
Satyridae,Erebia,melampus  ,gonochorous,,,,,NA,,38,,,robinson1971karyology
Satyridae,Erebia,melas  ,gonochorous,,,,,NA,,42,,,robinson1971karyology
Satyridae,Erebia,meolans  ,gonochorous,,,,,NA,,28,,,robinson1971karyology
Satyridae,Erebia,mnestra  ,gonochorous,,,,,NA,,24,,,robinson1971karyology
Satyridae,Erebia,montanus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Satyridae,Erebia,neoridas  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Satyridae,Erebia,nerine  ,gonochorous,,,,,NA,,44,,,robinson1971karyology
Satyridae,Erebia,niphonica  ,gonochorous,,,,,NA,,38,,,robinson1971karyology
Satyridae,Erebia,nivalis  ,gonochorous,,,,,NA,,22,,,robinson1971karyology
Satyridae,Erebia,nivalis  ,gonochorous,,,,,NA,,22,,,robinson1971karyology
Satyridae,Erebia,oeme,gonochorous,,,,,NA,,28,,,robinson1971karyology
Satyridae,Erebia,ottomana  ,gonochorous,,,,,NA,,80,,,robinson1971karyology
Satyridae,Erebia,pandrose  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Erebia,pandrose sthennyo ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Erebia,pharte  ,gonochorous,,,,,NA,,38,,,robinson1971karyology
Satyridae,Erebia,pronoe,gonochorous,,,,,NA,,38,,,robinson1971karyology
Satyridae,Erebia,scipio  ,gonochorous,,,,,NA,,44,,,robinson1971karyology
Satyridae,Erebia,serotina  ,gonochorous,,,,,NA,,31,28-34,,robinson1971karyology
Satyridae,Erebia,serotina  ,gonochorous,,,,,NA,,36,,,robinson1971karyology
Satyridae,Erebia,stirius  ,gonochorous,,,,,NA,,44,,,robinson1971karyology
Satyridae,Erebia,styx  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Satyridae,Erebia,triarius  ,gonochorous,,,,,NA,,32,,,robinson1971karyology
Satyridae,Erebia,tyndarus  ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,tyndarus  ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,tyndarus semimurina ,gonochorous,,,,,NA,,20,,,robinson1971karyology
Satyridae,Erebia,warreniana  ,gonochorous,,,,,NA,,22,,,robinson1971karyology
Satyridae,Euptychia,hermes,,,,,,,,,"N=13,18,23,25",,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Satyridae,Euptychia,occirhoe,,,,,,,,36,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Satyridae,Euptychia,penelope,,,,,,,,72,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Satyridae,Hipparchia,aelia  ,gonochorous,,,,,NA,,59,58-60,,robinson1971karyology
Satyridae,Hipparchia,allionii  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hipparchia,aristaeus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hipparchia,fatua  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hipparchia,mersina  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hipparchia,pisidice  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hipparchia,statilinus burgeffi ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hipparchia,syriaca  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hyponephele,dysdora  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hyponephele,lupinus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hyponephele,lycaon  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Hyponephele,narica  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Kirina,climene  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Satyridae,Kirina,roxelana  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Satyridae,Lasiommata,menava  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Lethe,diana  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Lethe,rohria daemoniaca ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Lethe,sicelis  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Maniola,jurtina  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Maniola,jurtina  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Maniola,jurtina  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Maniola,tithonus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Melanargia,lachesis  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Satyridae,Melanitis,leda  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Melanitis,phedima  ,gonochorous,,,,,NA,,59,56-60,,robinson1971karyology
Satyridae,Minois,dryas  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Mycalesis,francisca perdiccas ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Mycalesis,gotama  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Neope,goschkevitschii  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Neope,muirheadi nagasawae ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Oeneis,asamana  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Oeneis,daisetsuzana  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Oeneis,jutta  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Satyridae,Oeneis,lucilla  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Pararge,aegeria  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Satyridae,Pararge,aegeria aegerides ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pararge,deidamia  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Pararge,hiera  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Pararge,maera  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pararge,maera adrasta ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pararge,maera pannonica ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pararge,megera  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Satyridae,Pararge,megera  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Pararge,megera lyssia ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Penthema,formosanum  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pseudochazara,anthelea  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pseudochazara,berae  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Satyridae,Pseudochazara,caucasia  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Satyridae,Pseudochazara,geyeri  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Satyridae,Pseudochazara,hippolyte  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pseudochazara,mamurra  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pseudochazara,mniszechii  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pseudochazara,telephassa  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pseudotergumia,fidia  ,gonochorous,,,,,NA,,60,58-62,,robinson1971karyology
Satyridae,Pyronia,cecilia  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Satyridae,Pyronia,pasiphae  ,gonochorous,,,,,NA,,66,,,robinson1971karyology
Satyridae,Pyronia,tithonus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Satyrus,actaea  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Satyridae,Satyrus,bryce  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Satyridae,Satyrus,hermione  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Satyrus,semete  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Yphthima,argus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Satyridae,Yphthima,doleta  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Satyridae,Yphthima,motschulskyi  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Sphingidae,Celerio,euphorbiae  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Sphingidae,Celerio,euphorbiae  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Sphingidae,Celerio,euphorbiae  ,gonochorous,,,,,NA,,57,56-58,,robinson1971karyology
Sphingidae,Celerio,euphorbiae  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Celerio,galii  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Sphingidae,Celerio,galii  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Celerio,hippophaes  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Celerio,lineata  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Celerio,livornica  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Ceterio,vespertilio  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Deilephila,elpenor  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Deilephila,elpenor  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Deilephila,elpenor lewisii ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Deilephila,porcellus  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Laothoe,populi  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Sphingidae,Laothoe,populi austauti ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Sphingidae,Laothof!,populi  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Sphingidae,Marumba,gaschkewitschii echephron ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Sphingidae,Mimas,tiliae  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Mimas,tiliae  ,gonochorous,ZW,,female heterogametic,,58,,58,,,traut2008sex
Sphingidae,Psilogramma,menephron increta ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Sphingidae,Smerinthus,ocellata  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Sphingidae,Smerinthus,ocellata  ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Sphingidae,Smerinthus,ocellata  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Sphingidae,Smerinthus,ocellata planus ,gonochorous,,,,,NA,,54,,,robinson1971karyology
Sphingidae,Sphinx,ligustri  ,gonochorous,,,,,NA,,56,54-58,,robinson1971karyology
Sphingidae,Sphinx,ligustri  ,gonochorous,,,,,NA,,56,,,robinson1971karyology
Sphingidae,Theretra,japonica  ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Sphingidae,Theretra,oldenlandiae  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Talaeporiidae,Talaeporia,lubulosa  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tischeriidae,Tischeria,angusticolella  ,gonochorous,,,,,NA,,42,,,robinson1971karyology
Tischeriidae,Tischeria,ekebladella,gonochorous,ZW,,female heterogametic,,46,,46,,,traut2008sex
Tortricidae,Adoxophyes,orana  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tortricidae,Archips,breviplicanus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tortricidae,Archips,fuscocupreana  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tortricidae,Bactra,lacteana,gonochorous,complex ZW,ZWW/ZZ,female heterogametic,,59,,58,,,traut2008sex
Tortricidae,Choristoneura,cerasiorana  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tortricidae,Choristoneura,cerasiorana  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tortricidae,Choristoneura,fumiferana  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tortricidae,Choristoneura,pinus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tortricidae,Cydia,pomonella,gonochorous,ZW,,female heterogametic,,56,,56,,,traut2008sex
Tortricidae,Homona,magnanima  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tortricidae,Homona,menciana  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Tortricidae,Pandemis,heparana  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Yponomeutidae,Yponomeuta,cagnagellus,gonochorous,complex ZW,ZZW/ZZZZ,female heterogametic,,61,,62,,,traut2008sex
Yponomeutidae,Yponomeuta,evonymella  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Yponomeutidae,Yponomeuta,evonymella  ,gonochorous,complex ZW,ZZW/ZZZZ,female heterogametic,,61,,62,,,traut2008sex
Yponomeutidae,Yponomeuta,gigas,gonochorous,complex ZW,ZZW/ZZZZ,female heterogametic,,61,,62,,,traut2008sex
Yponomeutidae,Yponomeuta,kitabatakei  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Yponomeutidae,Yponomeuta,malinellus  ,gonochorous,complex ZW,ZZW/ZZZZ,female heterogametic,,61,,62,,,traut2008sex
Yponomeutidae,Yponomeuta,padellus,gonochorous,complex ZW,ZZW/ZZZZ,female heterogametic,,61,,62,,,traut2008sex
Yponomeutidae,Yponomeuta,polistictus  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Yponomeutidae,Yponomeuta,rorellus,gonochorous,complex ZW,ZZW/ZZZZ,female heterogametic,,61,,62,,,traut2008sex
Yponomeutidae,Yponomeuta,vigintipunctatus  ,gonochorous,,,,,NA,,62,,,robinson1971karyology
Zygaenidae,Elcysma,westwoodii  ,gonochorous,,,,,NA,,64,,,robinson1971karyology
Zygaenidae,Illiberis,nigra  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Zygaenidae,Illiberis,psychina  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Zygaenidae,Zygaena,achilleae  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Zygaenidae,Zygaena,ephialtes  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Zygaenidae,Zygaena,ephialtes coronillae ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Zygaenidae,Zygaena,ephialtes peucedani ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Zygaenidae,Zygaena,lonicerae  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Zygaenidae,Zygaena,purpuralis  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
Zygaenidae,Zygaena,trifolii  ,gonochorous,,,,,NA,,60,,,robinson1971karyology
,Chiomara,sp.,,,,,,,,62,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
,Choaspes,benjaminii japonoca,,,,,,,,62,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
,Cymaenes,sp.,,,,,,,,62,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
,Parthenos,sylvia,,,,,,,,,,,
,Sinia,divina ,,,,,,,,,,,
Hesperidae,Agathymus,aryxna ,,,,,,,,10,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Agathymus,estelleae valverdiensis,,,,,,,,18,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Agathymus,estelleae estelleae,,,,,,,,18,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Agathymus,remingtoni ,,,,,,,,18,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Thymelicus,leoninus ,,,,,,,,18,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Agathymus,neumoegeni florenceae,,,,,,,,20,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Agathymus,neumoegeni macalpinei,,,,,,,,20,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Agathymus,polingi ,,,,,,,,20,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Ankola,fan ,,,,,,,,20,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Thymelicus,sylvaticus ,,,,,,,,20,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Urbanus,doryssus doryssus,,,,,,,,28,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Tarsoctenus,praecia plutia,,,,,,,,30,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Pyrrhopyge,sp. ,,,,,,,,30,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Achlyodes,pallida ,,,,,,,,30,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Agathymus,baueri ,,,,,,,,30,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Agathymus,freemani ,,,,,,,,30,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Gegenes,nostrodamus ,,,,,,,,30,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Achalarus,toxeus ,,,,,,,,32,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Phocides,polybius phanias,,,,,,,,32,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Parnara,guttata ,,,,,,,,32,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Pelopidas,conjucta conjucta,,,,,,,,32,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Pelopidas,jansonis ,,,,,,,,32,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Pelopidas,mathias ,,,,,,,,32,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Pelopidas,thrax ,,,,,,,,32,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
Hesperidae,Polytremis,lubricans ,,,,,,,,32,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comparative Cytogenetics, 8(4), p.275."
